flight_id,airline_name,flight_date,booking_date,booking_window_days,departure_time,arrival_time,source_city,destination_city,route_popularity,seat_class,base_fare,dynamic_fare,seats_remaining,total_seats,competitor_avg_fare,demand_level,season,day_of_week,is_weekend,user_segment,user_loyalty_tier,promo_applied,weather_condition,cancellation_rate_route,on_time_performance,avg_searches_last_hour,avg_bookings_last_hour,surge_pricing_flag
AI177,Air India,2025-09-13,2025-08-09,35,17:45,18:00,Delhi,Chennai,0.94,Economy,6424,6424,49,150,6508,Low,Off-Peak,Saturday,1,Business,None,1,Clear,0.08,90.1,235,40,1
AK437,Akasa Air,2025-10-31,2025-09-29,32,17:45,20:15,Hyderabad,Pune,0.7,Business,12095,13713,65,150,14379,Medium,Holiday,Friday,0,Family,None,1,Clear,0.07,99.0,241,57,1
GO956,Go First,2025-11-20,2025-10-07,44,20:30,00:45,Bangalore,Mumbai,1.0,Business,15489,15489,50,150,17403,Low,Holiday,Thursday,0,Business,Platinum,1,Clear,0.1,86.9,227,33,1
VI748,Vistara,2025-11-20,2025-10-10,41,09:15,12:45,Kolkata,Pune,0.67,Economy,4675,6539,57,160,4351,High,Off-Peak,Thursday,0,Leisure,None,0,Clear,0.1,89.3,203,51,1
IN340,IndiGo,2025-07-26,2025-06-16,40,22:15,00:15,Kolkata,Ahmedabad,0.98,Economy,4298,4916,27,150,4917,Medium,Holiday,Saturday,1,Student,Platinum,0,Rain,0.03,89.9,127,45,1
VI239,Vistara,2025-08-17,2025-07-05,43,12:15,14:45,Hyderabad,Pune,0.85,Economy,6197,7823,57,150,7067,High,Festival,Sunday,1,Leisure,Gold,1,Storm,0.08,98.9,48,9,1
VI149,Vistara,2025-11-18,2025-10-03,46,07:30,08:15,Bangalore,Kolkata,0.61,Premium Economy,8050,9496,83,180,9312,High,Off-Peak,Tuesday,0,Business,Silver,1,Clear,0.1,84.2,136,49,1
IN308,IndiGo,2025-11-18,2025-10-04,45,04:45,05:00,Bangalore,Ahmedabad,1.0,Economy,2895,3479,25,200,2809,Medium,Off-Peak,Tuesday,0,Leisure,None,0,Clear,0.03,94.4,89,29,1
GO619,Go First,2025-11-15,2025-10-02,44,12:15,15:45,Ahmedabad,Chennai,0.56,Economy,4039,4609,66,150,4744,Medium,Festival,Saturday,1,Family,None,1,Fog,0.06,84.5,260,24,1
IN865,IndiGo,2025-10-20,2025-09-20,30,02:30,06:45,Ahmedabad,Kolkata,0.86,Economy,3668,4535,25,160,3493,Medium,Festival,Monday,0,Student,Platinum,1,Clear,0.05,94.0,271,37,1
VI566,Vistara,2025-09-18,2025-08-26,23,17:30,20:15,Delhi,Hyderabad,0.94,Economy,2971,3815,75,160,2924,High,Peak,Thursday,0,Family,None,1,Clear,0.07,93.6,49,3,1
AI528,Air India,2025-07-20,2025-06-07,43,17:15,21:30,Delhi,Pune,0.75,Economy,3199,3675,24,200,3646,Medium,Festival,Sunday,1,Family,Gold,0,Clear,0.05,91.5,31,3,0
VI718,Vistara,2025-08-29,2025-07-07,53,23:30,00:15,Hyderabad,Kolkata,1.0,Premium Economy,8569,12598,44,200,8311,High,Peak,Friday,0,Business,Silver,0,Storm,0.1,91.8,258,8,1
AI228,Air India,2025-08-13,2025-07-02,42,21:45,22:00,Ahmedabad,Delhi,0.74,Economy,4434,5935,57,150,4285,High,Off-Peak,Wednesday,0,Leisure,Gold,0,Clear,0.03,99.0,40,18,1
GO158,Go First,2025-12-23,2025-12-19,4,09:30,13:15,Ahmedabad,Chennai,0.6,Premium Economy,10221,12924,47,160,12215,High,Festival,Tuesday,0,Family,None,1,Clear,0.08,93.2,111,38,1
SP210,SpiceJet,2025-08-17,2025-07-19,29,21:45,22:45,Hyderabad,Ahmedabad,0.75,Premium Economy,11947,13082,65,180,12949,Low,Off-Peak,Sunday,1,Leisure,None,0,Clear,0.04,91.3,156,31,1
IN951,IndiGo,2025-12-09,2025-11-25,14,19:45,23:15,Bangalore,Chennai,0.8,Economy,8506,8506,77,180,9582,Low,Holiday,Tuesday,0,Leisure,None,1,Clear,0.11,94.7,37,5,0
VI810,Vistara,2025-12-17,2025-10-25,53,21:15,22:15,Pune,Delhi,0.5,Economy,6751,7940,86,200,7645,Medium,Holiday,Wednesday,0,Leisure,Platinum,0,Clear,0.03,93.1,218,27,1
GO561,Go First,2025-10-10,2025-09-15,25,16:45,18:30,Pune,Kolkata,0.73,Economy,3548,4372,57,200,3328,Medium,Peak,Friday,0,Leisure,None,0,Storm,0.1,91.6,287,4,0
AI264,Air India,2025-08-23,2025-06-25,59,23:00,00:15,Mumbai,Delhi,0.87,Business,10106,12816,6,160,9104,High,Holiday,Saturday,1,Family,None,0,Clear,0.1,93.9,280,57,1
SP425,SpiceJet,2025-09-15,2025-09-08,7,13:45,14:30,Delhi,Bangalore,0.76,Economy,5012,6666,20,160,5057,High,Off-Peak,Monday,0,Leisure,Silver,0,Clear,0.09,89.9,184,16,1
SP739,SpiceJet,2025-10-05,2025-09-16,19,22:45,00:45,Ahmedabad,Delhi,0.82,Economy,7580,10059,59,180,8107,High,Off-Peak,Sunday,1,Family,Platinum,1,Clear,0.12,86.6,276,8,1
SP823,SpiceJet,2025-12-22,2025-11-02,50,14:15,16:15,Ahmedabad,Mumbai,0.77,Economy,4302,5305,85,180,4383,Medium,Festival,Monday,0,Leisure,None,0,Clear,0.05,90.7,158,16,0
AK354,Akasa Air,2025-10-02,2025-09-10,22,11:00,12:45,Bangalore,Pune,0.62,Economy,2669,3645,78,200,2457,High,Peak,Thursday,0,Leisure,None,1,Fog,0.1,91.6,104,15,1
AI478,Air India,2025-11-25,2025-09-29,57,09:30,10:15,Delhi,Pune,0.7,Business,12400,14378,12,180,11339,Medium,Festival,Tuesday,0,Leisure,Gold,1,Clear,0.15,93.4,298,48,1
AK571,Akasa Air,2025-08-25,2025-07-14,42,11:45,14:30,Kolkata,Chennai,0.77,Economy,6555,6555,50,200,6079,Low,Holiday,Monday,0,Leisure,Silver,0,Clear,0.03,94.7,64,14,0
AI368,Air India,2025-12-09,2025-10-13,57,00:15,03:15,Delhi,Chennai,0.93,Economy,6900,9247,67,200,7142,High,Peak,Tuesday,0,Business,None,0,Clear,0.12,88.9,57,9,1
AI293,Air India,2025-09-23,2025-07-26,59,15:45,17:30,Chennai,Bangalore,0.77,Economy,5379,6256,41,160,5641,Low,Festival,Tuesday,0,Student,None,0,Clear,0.08,93.4,172,44,1
AK172,Akasa Air,2025-08-23,2025-07-03,51,01:00,03:45,Kolkata,Bangalore,0.8,Economy,7040,8030,64,150,6637,Medium,Peak,Saturday,1,Business,Silver,1,Clear,0.09,96.7,292,32,1
AI956,Air India,2025-11-19,2025-09-27,53,17:45,19:45,Delhi,Ahmedabad,1.0,Business,12419,12874,36,160,11260,Low,Holiday,Wednesday,0,Business,None,1,Fog,0.06,91.1,280,51,1
SP619,SpiceJet,2025-07-22,2025-06-15,37,21:00,01:45,Kolkata,Hyderabad,0.73,Economy,5854,6700,42,200,5597,Medium,Festival,Tuesday,0,Family,Platinum,0,Clear,0.1,89.4,274,3,0
GO125,Go First,2025-09-04,2025-07-14,52,17:00,18:15,Mumbai,Hyderabad,0.9,Business,15854,18647,40,150,15738,Medium,Festival,Thursday,0,Student,None,0,Storm,0.06,93.4,43,10,0
SP125,SpiceJet,2025-11-14,2025-09-30,45,19:45,22:45,Mumbai,Pune,0.77,Economy,3524,3524,33,200,3651,Low,Holiday,Friday,0,Family,None,0,Storm,0.08,86.7,114,7,0
SP166,SpiceJet,2025-07-10,2025-06-08,32,19:45,20:30,Chennai,Hyderabad,0.52,Business,11922,14435,57,150,10755,Medium,Off-Peak,Thursday,0,Family,Platinum,0,Storm,0.07,92.7,290,43,1
GO657,Go First,2025-08-19,2025-07-06,44,11:30,13:30,Hyderabad,Ahmedabad,0.66,Business,10527,12771,47,180,10216,Medium,Off-Peak,Tuesday,0,Business,Gold,0,Clear,0.04,82.8,120,22,1
VI735,Vistara,2025-07-18,2025-06-20,28,04:45,07:15,Hyderabad,Mumbai,0.67,Premium Economy,8096,10447,49,150,7888,High,Off-Peak,Friday,0,Leisure,Silver,0,Storm,0.1,92.2,144,13,1
SP281,SpiceJet,2025-11-27,2025-11-26,1,15:00,18:30,Mumbai,Delhi,0.65,Business,16948,16948,14,160,17920,Medium,Off-Peak,Thursday,0,Student,None,1,Storm,0.04,90.5,31,6,0
SP697,SpiceJet,2025-12-22,2025-10-27,56,18:45,21:00,Hyderabad,Delhi,0.56,Economy,7444,10638,38,150,7221,High,Holiday,Monday,0,Leisure,None,0,Clear,0.07,90.8,270,38,1
IN147,IndiGo,2025-11-13,2025-10-09,35,09:00,13:15,Hyderabad,Kolkata,0.65,Economy,5358,7076,59,200,5954,High,Holiday,Thursday,0,Student,Gold,0,Clear,0.09,91.5,68,10,1
GO935,Go First,2025-12-31,2025-11-21,40,21:00,01:30,Chennai,Bangalore,0.75,Economy,8896,10175,14,150,8963,Medium,Holiday,Wednesday,0,Family,None,0,Clear,0.11,94.8,204,58,1
AK766,Akasa Air,2025-10-01,2025-09-11,20,16:00,19:45,Mumbai,Delhi,0.85,Business,11805,13506,7,150,11538,Medium,Off-Peak,Wednesday,0,Leisure,None,0,Storm,0.1,85.8,250,42,1
IN622,IndiGo,2025-07-18,2025-05-26,53,19:00,21:15,Ahmedabad,Hyderabad,0.52,Business,17455,22839,30,150,16894,Medium,Peak,Friday,0,Family,Gold,1,Clear,0.07,87.7,220,30,1
VI730,Vistara,2025-09-08,2025-08-08,31,02:00,05:00,Ahmedabad,Mumbai,0.66,Premium Economy,10621,11945,38,160,11111,Low,Peak,Monday,0,Leisure,Silver,0,Clear,0.03,95.3,291,56,1
SP429,SpiceJet,2025-07-29,2025-07-24,5,20:15,23:15,Pune,Hyderabad,0.58,Economy,5905,7083,16,180,6581,Medium,Festival,Tuesday,0,Family,None,0,Clear,0.08,90.0,65,16,0
SP863,SpiceJet,2025-09-08,2025-08-09,30,12:45,15:15,Mumbai,Bangalore,0.85,Business,16422,20368,56,180,15943,High,Off-Peak,Monday,0,Student,Gold,0,Clear,0.1,87.7,99,32,1
AK967,Akasa Air,2025-07-13,2025-07-08,5,00:00,02:30,Pune,Bangalore,0.76,Business,14708,18678,12,160,16404,Medium,Peak,Sunday,1,Leisure,Gold,0,Clear,0.06,95.8,192,39,1
AK684,Akasa Air,2025-09-06,2025-08-04,33,04:00,05:45,Chennai,Delhi,1.0,Economy,3840,4212,52,180,3475,Low,Peak,Saturday,1,Business,None,0,Rain,0.14,91.4,237,7,0
IN733,IndiGo,2025-12-29,2025-11-15,44,09:00,11:30,Ahmedabad,Pune,0.81,Economy,6398,9638,27,150,7555,High,Peak,Monday,0,Business,Silver,0,Clear,0.1,94.9,114,49,1
VI999,Vistara,2025-08-27,2025-08-06,21,01:45,03:00,Bangalore,Mumbai,0.89,Premium Economy,9004,11915,33,150,10545,Medium,Festival,Wednesday,0,Student,Platinum,0,Rain,0.06,89.3,66,33,1
VI392,Vistara,2025-08-31,2025-08-23,8,02:45,05:15,Kolkata,Pune,0.7,Business,9270,11841,6,200,10530,High,Holiday,Sunday,1,Business,Silver,0,Clear,0.11,93.0,296,33,1
SP187,SpiceJet,2025-10-15,2025-09-03,42,16:30,18:15,Hyderabad,Ahmedabad,0.79,Premium Economy,7856,10071,20,180,8275,High,Holiday,Wednesday,0,Leisure,None,0,Clear,0.08,92.4,60,6,1
AK929,Akasa Air,2025-09-23,2025-09-08,15,11:30,15:45,Delhi,Bangalore,0.72,Economy,6277,6277,34,160,6634,Low,Off-Peak,Tuesday,0,Student,None,1,Clear,0.09,91.6,180,40,1
VI734,Vistara,2025-12-24,2025-11-07,47,00:00,01:00,Bangalore,Pune,0.76,Economy,7602,10936,79,160,7354,High,Festival,Wednesday,0,Business,None,0,Clear,0.03,95.8,210,55,1
IN818,IndiGo,2025-12-07,2025-11-15,22,10:45,14:00,Delhi,Chennai,0.74,Economy,4055,4055,55,150,3782,Low,Holiday,Sunday,1,Family,None,1,Storm,0.1,89.2,179,59,1
IN432,IndiGo,2025-11-14,2025-11-10,4,23:30,02:00,Bangalore,Ahmedabad,0.83,Economy,8547,9077,52,200,8064,Medium,Festival,Friday,0,Family,None,1,Fog,0.08,98.3,220,13,0
AI885,Air India,2025-12-05,2025-10-08,58,19:30,22:45,Kolkata,Chennai,0.5,Economy,5792,7678,73,200,6043,High,Off-Peak,Friday,0,Student,None,1,Fog,0.1,87.4,165,36,1
AK360,Akasa Air,2025-09-15,2025-09-12,3,04:00,07:45,Hyderabad,Pune,0.7,Economy,8454,9286,30,160,9196,Low,Festival,Monday,0,Business,None,0,Clear,0.1,86.3,126,9,0
VI373,Vistara,2025-11-04,2025-10-19,16,19:45,22:00,Bangalore,Pune,0.68,Economy,4443,5740,54,180,5188,High,Off-Peak,Tuesday,0,Family,None,0,Storm,0.05,96.5,116,25,1
IN316,IndiGo,2025-11-02,2025-09-22,41,12:45,13:15,Ahmedabad,Bangalore,0.92,Economy,7283,8009,66,180,8366,Low,Peak,Sunday,1,Family,None,1,Rain,0.1,87.5,205,51,1
AK772,Akasa Air,2025-09-07,2025-08-14,24,04:45,06:15,Kolkata,Mumbai,0.5,Premium Economy,9051,9619,30,150,10310,Medium,Holiday,Sunday,1,Business,None,1,Clear,0.09,93.4,246,48,1
SP337,SpiceJet,2025-10-26,2025-10-10,16,09:15,11:45,Pune,Mumbai,0.65,Economy,7333,7743,18,150,8659,Low,Festival,Sunday,1,Leisure,None,1,Clear,0.05,92.8,275,60,1
GO504,Go First,2025-08-30,2025-07-01,60,11:00,14:45,Mumbai,Chennai,0.79,Economy,3877,5777,73,150,4421,High,Festival,Saturday,1,Family,Silver,0,Clear,0.11,97.7,292,37,1
SP779,SpiceJet,2025-11-30,2025-10-08,53,19:30,21:45,Kolkata,Pune,0.64,Premium Economy,9374,9374,46,180,9520,Low,Holiday,Sunday,1,Family,None,1,Clear,0.06,93.5,72,36,1
GO693,Go First,2025-11-15,2025-10-25,21,11:45,13:15,Hyderabad,Kolkata,0.67,Premium Economy,8516,12310,76,160,8052,High,Peak,Saturday,1,Family,None,0,Storm,0.04,89.6,67,22,1
IN164,IndiGo,2025-12-07,2025-10-15,53,03:45,07:45,Hyderabad,Bangalore,0.67,Business,9465,11262,44,180,10095,Medium,Festival,Sunday,1,Leisure,Gold,0,Clear,0.07,91.6,83,6,0
GO775,Go First,2025-12-07,2025-10-24,44,17:00,20:30,Kolkata,Delhi,0.84,Economy,6885,9192,37,180,6549,High,Holiday,Sunday,1,Family,None,0,Clear,0.08,91.4,70,5,1
VI870,Vistara,2025-10-01,2025-09-30,1,13:15,16:30,Pune,Chennai,0.77,Economy,3738,4399,74,160,3485,Medium,Off-Peak,Wednesday,0,Student,None,0,Clear,0.11,86.2,266,40,1
AK594,Akasa Air,2025-10-05,2025-08-21,45,19:15,23:30,Pune,Mumbai,0.59,Business,13312,14220,62,200,13289,Low,Holiday,Sunday,1,Leisure,None,0,Rain,0.08,90.7,292,44,1
IN544,IndiGo,2025-11-19,2025-09-27,53,19:30,23:45,Hyderabad,Ahmedabad,0.87,Business,12838,12838,10,160,15376,Low,Holiday,Wednesday,0,Business,None,1,Clear,0.07,90.9,168,27,1
VI651,Vistara,2025-07-28,2025-07-18,10,07:15,09:00,Kolkata,Pune,0.64,Business,9858,13227,32,150,9145,High,Peak,Monday,0,Student,None,1,Fog,0.1,91.5,54,4,1
AK561,Akasa Air,2025-10-05,2025-08-23,43,10:00,14:45,Mumbai,Kolkata,0.82,Economy,4408,4644,39,180,5148,Low,Festival,Sunday,1,Student,None,0,Clear,0.1,89.4,67,19,0
VI946,Vistara,2025-11-24,2025-10-16,39,12:00,13:15,Mumbai,Kolkata,0.94,Economy,3518,4400,5,150,3246,High,Holiday,Monday,0,Leisure,Silver,1,Fog,0.1,83.0,200,44,1
AK377,Akasa Air,2025-09-06,2025-07-17,51,08:15,11:15,Bangalore,Delhi,0.83,Economy,4003,4622,57,160,4020,Medium,Off-Peak,Saturday,1,Family,None,0,Clear,0.04,99.0,152,25,1
GO314,Go First,2025-11-21,2025-11-14,7,20:00,21:15,Mumbai,Ahmedabad,0.86,Premium Economy,8698,10140,62,180,9993,Medium,Peak,Friday,0,Business,Platinum,1,Storm,0.12,93.5,149,19,0
AK442,Akasa Air,2025-10-19,2025-09-23,26,05:00,09:15,Mumbai,Pune,0.96,Economy,3915,4267,57,160,4467,Low,Holiday,Sunday,1,Family,None,0,Clear,0.08,93.1,265,42,1
AK980,Akasa Air,2025-09-11,2025-07-28,45,11:45,12:15,Ahmedabad,Kolkata,0.95,Economy,5817,8202,21,150,5648,High,Holiday,Thursday,0,Student,None,0,Clear,0.08,85.7,103,10,1
VI772,Vistara,2025-08-01,2025-06-23,39,09:15,13:15,Mumbai,Delhi,0.58,Economy,7596,9485,30,180,9074,High,Peak,Friday,0,Business,Silver,1,Clear,0.03,90.1,288,34,1
GO462,Go First,2025-07-17,2025-06-22,25,18:00,20:45,Delhi,Mumbai,0.62,Economy,4080,5043,47,150,3742,Medium,Off-Peak,Thursday,0,Family,Silver,0,Clear,0.08,98.9,290,38,1
SP521,SpiceJet,2025-07-23,2025-06-27,26,05:00,08:15,Hyderabad,Chennai,0.85,Premium Economy,10174,11950,59,200,9981,Medium,Off-Peak,Wednesday,0,Business,Gold,0,Clear,0.03,87.9,230,50,1
IN875,IndiGo,2025-08-16,2025-06-17,60,14:15,17:45,Ahmedabad,Kolkata,0.83,Economy,6358,8598,75,180,7138,High,Festival,Saturday,1,Business,Silver,0,Clear,0.09,91.2,232,5,1
VI726,Vistara,2025-12-08,2025-11-03,35,21:00,00:45,Mumbai,Hyderabad,0.9,Economy,6606,9016,35,150,6105,High,Festival,Monday,0,Leisure,Gold,1,Clear,0.03,89.8,138,41,1
IN986,IndiGo,2025-08-15,2025-07-04,42,01:00,04:00,Hyderabad,Chennai,0.61,Economy,8394,8536,29,160,9508,Low,Off-Peak,Friday,0,Business,Silver,1,Clear,0.11,93.6,208,23,1
IN453,IndiGo,2025-11-23,2025-11-20,3,18:00,21:15,Mumbai,Bangalore,0.55,Business,15802,18791,71,180,16867,Low,Festival,Sunday,1,Family,Silver,0,Fog,0.03,93.8,212,40,1
GO118,Go First,2025-10-14,2025-09-15,29,00:30,01:00,Kolkata,Ahmedabad,0.71,Economy,6910,6910,52,160,7204,Low,Off-Peak,Tuesday,0,Student,Gold,0,Clear,0.1,89.1,34,14,0
AK581,Akasa Air,2025-12-15,2025-11-16,29,17:30,18:00,Mumbai,Ahmedabad,0.56,Economy,4151,4660,15,180,3805,Medium,Peak,Monday,0,Family,Silver,0,Storm,0.03,93.0,41,5,0
AK935,Akasa Air,2025-12-31,2025-11-23,38,22:45,01:00,Chennai,Bangalore,0.71,Economy,5444,5999,87,200,6403,Medium,Holiday,Wednesday,0,Leisure,None,0,Storm,0.1,83.4,299,2,0
VI413,Vistara,2025-11-30,2025-10-16,45,14:00,17:30,Bangalore,Chennai,0.57,Economy,2813,3488,16,200,2889,High,Off-Peak,Sunday,1,Student,None,0,Storm,0.13,86.4,215,47,1
AI961,Air India,2025-12-28,2025-11-23,35,09:00,11:30,Hyderabad,Pune,0.59,Economy,2802,4304,71,180,2847,High,Peak,Sunday,1,Business,Silver,0,Clear,0.15,98.2,161,30,1
GO394,Go First,2025-11-25,2025-11-12,13,05:15,08:15,Ahmedabad,Mumbai,0.66,Business,14477,15482,19,200,14255,Medium,Festival,Tuesday,0,Leisure,None,1,Clear,0.07,93.7,87,3,0
AI223,Air India,2025-09-28,2025-09-26,2,02:00,03:00,Hyderabad,Mumbai,0.58,Economy,5217,6361,25,180,5486,Medium,Off-Peak,Sunday,1,Leisure,Gold,0,Clear,0.08,93.7,111,30,1
IN577,IndiGo,2025-09-06,2025-08-24,13,17:30,21:45,Kolkata,Pune,0.82,Economy,6504,7517,15,180,7043,High,Holiday,Saturday,1,Family,None,1,Clear,0.08,91.3,224,21,1
AI911,Air India,2025-09-16,2025-09-03,13,10:45,11:15,Chennai,Mumbai,0.85,Economy,7235,9510,84,200,6964,Medium,Festival,Tuesday,0,Business,None,0,Clear,0.05,93.1,164,37,1
GO173,Go First,2025-10-06,2025-08-07,60,08:15,10:15,Mumbai,Pune,0.7,Economy,5991,7764,57,200,6673,High,Holiday,Monday,0,Leisure,None,0,Clear,0.03,94.1,252,23,1
GO388,Go First,2025-11-11,2025-11-02,9,18:00,20:45,Ahmedabad,Mumbai,0.77,Economy,5329,6714,16,200,5442,High,Holiday,Tuesday,0,Leisure,None,0,Clear,0.11,91.7,174,52,1
IN561,IndiGo,2025-08-17,2025-06-22,56,12:00,13:00,Pune,Chennai,0.77,Economy,8171,11936,68,200,8929,High,Festival,Sunday,1,Family,Silver,0,Storm,0.03,89.2,103,31,1
VI848,Vistara,2025-12-18,2025-11-15,33,08:00,10:45,Chennai,Delhi,0.73,Economy,4144,4545,46,150,4124,Low,Holiday,Thursday,0,Student,None,0,Clear,0.11,89.8,237,32,1
SP548,SpiceJet,2025-12-09,2025-11-10,29,03:15,05:15,Chennai,Pune,0.87,Economy,8625,11814,73,160,8620,High,Peak,Tuesday,0,Family,Silver,1,Clear,0.13,93.3,239,26,1
IN355,IndiGo,2025-10-26,2025-09-07,49,13:15,16:30,Hyderabad,Pune,0.88,Economy,3222,3395,40,200,3005,Low,Off-Peak,Sunday,1,Student,None,0,Rain,0.06,98.5,139,30,1
VI134,Vistara,2025-07-21,2025-07-09,12,21:00,22:30,Delhi,Hyderabad,0.77,Economy,2615,2615,88,200,2833,Low,Off-Peak,Monday,0,Family,None,1,Clear,0.03,87.9,276,56,1
SP921,SpiceJet,2025-08-16,2025-08-09,7,16:30,18:00,Chennai,Ahmedabad,0.76,Economy,2736,2947,23,200,3074,Low,Festival,Saturday,1,Leisure,Silver,1,Rain,0.1,88.2,116,43,1
AI313,Air India,2025-10-30,2025-10-22,8,22:15,00:15,Kolkata,Chennai,1.0,Economy,6021,6373,38,160,6817,Medium,Off-Peak,Thursday,0,Family,Silver,1,Clear,0.09,93.5,68,10,0
GO928,Go First,2025-11-29,2025-11-07,22,03:00,07:45,Delhi,Ahmedabad,0.92,Premium Economy,7208,10119,60,150,6890,High,Holiday,Saturday,1,Student,None,0,Clear,0.12,90.5,291,55,1
AK390,Akasa Air,2025-11-09,2025-09-20,50,01:15,02:30,Ahmedabad,Mumbai,1.0,Economy,5405,7498,76,160,5759,High,Holiday,Sunday,1,Family,Gold,0,Clear,0.11,95.9,125,45,1
AI334,Air India,2025-11-06,2025-10-30,7,17:30,19:00,Kolkata,Bangalore,0.71,Economy,8050,8908,12,150,7399,Low,Peak,Thursday,0,Business,Gold,0,Clear,0.06,91.2,288,14,0
AI740,Air India,2025-12-09,2025-11-17,22,03:15,06:30,Bangalore,Chennai,0.77,Economy,7925,9352,90,200,9450,Medium,Festival,Tuesday,0,Student,None,1,Clear,0.06,96.0,83,41,1
SP815,SpiceJet,2025-11-27,2025-10-20,38,10:45,11:45,Ahmedabad,Bangalore,0.5,Economy,8437,10307,36,200,10081,Medium,Festival,Thursday,0,Business,Platinum,1,Clear,0.03,91.4,212,29,1
AK976,Akasa Air,2025-10-04,2025-08-15,50,16:00,17:30,Ahmedabad,Pune,0.86,Economy,8573,10759,66,200,9671,High,Off-Peak,Saturday,1,Leisure,None,1,Rain,0.07,93.8,229,39,1
AI624,Air India,2025-12-21,2025-11-20,31,08:30,09:15,Mumbai,Kolkata,0.79,Economy,2784,3177,15,180,2812,Medium,Off-Peak,Sunday,1,Business,Silver,0,Clear,0.09,94.4,147,57,1
AK551,Akasa Air,2025-12-21,2025-11-13,38,04:45,07:30,Pune,Hyderabad,0.52,Economy,2637,3688,66,160,2897,High,Holiday,Sunday,1,Leisure,None,0,Rain,0.08,99.0,218,17,1
IN835,IndiGo,2025-12-23,2025-12-19,4,01:45,05:45,Kolkata,Bangalore,0.8,Economy,3177,3387,25,150,3380,Medium,Festival,Tuesday,0,Family,None,1,Fog,0.07,96.3,54,3,0
SP279,SpiceJet,2025-12-25,2025-11-04,51,16:15,19:45,Bangalore,Chennai,0.5,Economy,5608,6606,51,200,6511,Medium,Peak,Thursday,0,Student,None,0,Clear,0.13,88.6,72,34,1
VI670,Vistara,2025-12-25,2025-11-10,45,07:00,09:45,Chennai,Pune,0.86,Economy,4811,4811,49,200,4584,Low,Holiday,Thursday,0,Business,None,1,Storm,0.11,90.7,32,15,0
AI713,Air India,2025-08-21,2025-08-15,6,22:00,23:30,Chennai,Pune,0.63,Business,9017,11019,76,180,9911,High,Peak,Thursday,0,Student,Gold,1,Clear,0.11,97.0,181,48,1
VI645,Vistara,2025-07-16,2025-07-09,7,22:45,23:00,Delhi,Pune,0.77,Economy,5656,6011,27,180,6165,Low,Off-Peak,Wednesday,0,Business,Gold,0,Rain,0.05,88.2,236,33,1
AK116,Akasa Air,2025-07-28,2025-07-21,7,04:45,08:15,Mumbai,Bangalore,0.65,Economy,3281,3560,60,200,3821,Low,Festival,Monday,0,Student,Silver,1,Clear,0.1,91.2,240,6,0
VI264,Vistara,2025-08-24,2025-08-19,5,06:45,07:45,Delhi,Pune,0.76,Economy,3639,4347,49,180,4169,Medium,Festival,Sunday,1,Business,Gold,0,Clear,0.09,92.4,187,11,0
GO466,Go First,2025-10-06,2025-09-09,27,11:15,13:30,Kolkata,Pune,0.59,Economy,4772,6309,15,180,4690,High,Holiday,Monday,0,Family,Silver,0,Storm,0.05,95.6,145,17,1
AI471,Air India,2025-11-09,2025-10-17,23,06:45,08:00,Kolkata,Pune,0.68,Premium Economy,11594,14424,10,160,10961,Medium,Festival,Sunday,1,Business,Gold,0,Clear,0.1,87.0,146,15,0
AK967,Akasa Air,2025-09-18,2025-08-22,27,23:30,02:15,Hyderabad,Ahmedabad,0.64,Economy,6097,6772,55,180,7047,Medium,Holiday,Thursday,0,Leisure,Silver,0,Storm,0.04,88.6,114,3,0
AI694,Air India,2025-10-23,2025-09-28,25,06:45,09:45,Chennai,Ahmedabad,0.58,Economy,8951,10708,20,200,9370,Low,Festival,Thursday,0,Family,Silver,0,Clear,0.09,83.9,286,45,1
GO363,Go First,2025-10-03,2025-08-28,36,11:00,14:45,Ahmedabad,Mumbai,0.8,Economy,7558,8395,62,200,7861,Medium,Holiday,Friday,0,Student,None,0,Clear,0.08,91.0,261,31,1
AI814,Air India,2025-08-22,2025-07-13,40,03:45,06:00,Mumbai,Bangalore,0.81,Economy,4753,5415,71,200,5105,Medium,Holiday,Friday,0,Business,Gold,0,Clear,0.05,92.5,54,13,0
GO775,Go First,2025-11-13,2025-09-30,44,10:30,13:15,Kolkata,Hyderabad,0.61,Economy,8840,11167,33,200,7966,High,Holiday,Thursday,0,Leisure,None,1,Clear,0.09,96.5,221,40,1
SP544,SpiceJet,2025-11-02,2025-10-09,24,08:45,11:15,Mumbai,Pune,0.72,Economy,8151,8701,77,160,8458,Low,Off-Peak,Sunday,1,Business,None,0,Clear,0.13,98.4,97,44,1
AI890,Air India,2025-09-19,2025-08-18,32,19:00,22:00,Hyderabad,Ahmedabad,0.74,Economy,5098,6415,11,150,5547,Medium,Festival,Friday,0,Student,None,1,Fog,0.08,88.9,84,21,1
AK176,Akasa Air,2025-11-15,2025-10-17,29,02:00,05:00,Bangalore,Delhi,0.58,Economy,5820,6213,59,160,6233,Low,Off-Peak,Saturday,1,Business,None,0,Clear,0.03,90.2,133,59,1
IN230,IndiGo,2025-10-04,2025-08-23,42,00:30,03:45,Pune,Hyderabad,0.7,Economy,8827,8827,24,160,8451,Low,Holiday,Saturday,1,Leisure,None,1,Fog,0.06,88.9,88,12,0
